puzzle_type,puzzle_idx,num_errors,final_status,failure_category,max_true_rank
hexasudoku_16x16,5,2,uncorrectable,all_rank_1-4,3
hexasudoku_16x16,6,2,two,all_rank_1-4,3
hexasudoku_16x16,7,2,uncorrectable,some_rank_5-10,8
hexasudoku_16x16,8,1,single,all_rank_1-4,2
hexasudoku_16x16,9,1,single,all_rank_1-4,2
hexasudoku_16x16,10,4,uncorrectable,some_rank_11+,14
hexasudoku_16x16,11,1,single,all_rank_1-4,3
hexasudoku_16x16,12,2,uncorrectable,all_rank_1-4,3
hexasudoku_16x16,13,3,uncorrectable,all_rank_1-4,2
hexasudoku_16x16,14,5,uncorrectable,some_rank_11+,11
hexasudoku_16x16,15,2,uncorrectable,all_rank_1-4,3
hexasudoku_16x16,16,4,uncorrectable,all_rank_1-4,3
hexasudoku_16x16,17,3,uncorrectable,all_rank_1-4,2
hexasudoku_16x16,18,2,two,all_rank_1-4,4
hexasudoku_16x16,19,3,two,all_rank_1-4,2
hexasudoku_16x16,20,5,uncorrectable,some_rank_5-10,5
hexasudoku_16x16,21,3,uncorrectable,all_rank_1-4,2
hexasudoku_16x16,22,1,single,all_rank_1-4,2
hexasudoku_16x16,23,0,none,no_errors,0
hexasudoku_16x16,24,5,uncorrectable,all_rank_1-4,2
hexasudoku_16x16,25,4,uncorrectable,all_rank_1-4,4
hexasudoku_16x16,26,0,none,no_errors,0
hexasudoku_16x16,27,2,two,all_rank_1-4,2
hexasudoku_16x16,28,2,two,all_rank_1-4,2
hexasudoku_16x16,29,3,two,all_rank_1-4,2
hexasudoku_16x16,30,1,single,all_rank_1-4,2
hexasudoku_16x16,31,2,uncorrectable,some_rank_5-10,6
hexasudoku_16x16,32,3,uncorrectable,all_rank_1-4,4
hexasudoku_16x16,33,2,single,some_rank_11+,11
hexasudoku_16x16,34,3,uncorrectable,all_rank_1-4,2
hexasudoku_16x16,35,6,uncorrectable,all_rank_1-4,2
hexasudoku_16x16,36,2,two,all_rank_1-4,3
hexasudoku_16x16,37,3,uncorrectable,all_rank_1-4,3
hexasudoku_16x16,38,1,single,all_rank_1-4,2
hexasudoku_16x16,39,2,two,all_rank_1-4,2
hexasudoku_16x16,40,0,none,no_errors,0
hexasudoku_16x16,41,6,uncorrectable,some_rank_5-10,7
hexasudoku_16x16,42,3,uncorrectable,all_rank_1-4,2
hexasudoku_16x16,43,0,none,no_errors,0
hexasudoku_16x16,44,3,uncorrectable,all_rank_1-4,2
hexasudoku_16x16,45,3,uncorrectable,all_rank_1-4,2
hexasudoku_16x16,46,2,uncorrectable,some_rank_5-10,5
hexasudoku_16x16,47,1,uncorrectable,some_rank_11+,14
hexasudoku_16x16,48,3,uncorrectable,all_rank_1-4,3
hexasudoku_16x16,49,1,single,all_rank_1-4,2
hexasudoku_16x16,50,6,uncorrectable,all_rank_1-4,2
hexasudoku_16x16,51,4,uncorrectable,all_rank_1-4,4
hexasudoku_16x16,52,2,uncorrectable,all_rank_1-4,3
hexasudoku_16x16,53,1,single,all_rank_1-4,2
hexasudoku_16x16,54,3,uncorrectable,all_rank_1-4,2
hexasudoku_16x16,55,1,single,all_rank_1-4,2
hexasudoku_16x16,56,3,two,all_rank_1-4,2
hexasudoku_16x16,57,3,uncorrectable,all_rank_1-4,2
hexasudoku_16x16,58,0,none,no_errors,0
hexasudoku_16x16,59,5,uncorrectable,all_rank_1-4,2
hexasudoku_16x16,60,4,uncorrectable,all_rank_1-4,2
hexasudoku_16x16,61,1,single,all_rank_1-4,2
hexasudoku_16x16,62,0,none,no_errors,0
hexasudoku_16x16,63,2,uncorrectable,some_rank_5-10,8
hexasudoku_16x16,64,1,single,all_rank_1-4,2
hexasudoku_16x16,65,1,single,all_rank_1-4,2
hexasudoku_16x16,66,2,uncorrectable,all_rank_1-4,2
hexasudoku_16x16,67,5,uncorrectable,some_rank_5-10,8
hexasudoku_16x16,68,5,uncorrectable,all_rank_1-4,2
hexasudoku_16x16,69,3,two,all_rank_1-4,3
hexasudoku_16x16,70,2,two,all_rank_1-4,2
hexasudoku_16x16,71,3,uncorrectable,some_rank_5-10,6
hexasudoku_16x16,72,0,none,no_errors,0
hexasudoku_16x16,73,4,uncorrectable,all_rank_1-4,4
hexasudoku_16x16,74,3,uncorrectable,all_rank_1-4,2
hexasudoku_16x16,75,0,none,no_errors,0
hexasudoku_16x16,76,3,uncorrectable,all_rank_1-4,2
hexasudoku_16x16,77,3,uncorrectable,all_rank_1-4,4
hexasudoku_16x16,78,2,uncorrectable,all_rank_1-4,3
hexasudoku_16x16,79,3,uncorrectable,all_rank_1-4,2
hexasudoku_16x16,80,1,single,all_rank_1-4,2
hexasudoku_16x16,81,1,single,all_rank_1-4,2
hexasudoku_16x16,82,1,single,all_rank_1-4,2
hexasudoku_16x16,83,2,two,all_rank_1-4,2
hexasudoku_16x16,84,5,uncorrectable,some_rank_5-10,5
hexasudoku_16x16,85,2,uncorrectable,all_rank_1-4,2
hexasudoku_16x16,86,1,single,all_rank_1-4,2
hexasudoku_16x16,87,1,single,all_rank_1-4,2
hexasudoku_16x16,88,3,uncorrectable,all_rank_1-4,3
hexasudoku_16x16,89,2,two,all_rank_1-4,2
hexasudoku_16x16,90,0,none,no_errors,0
hexasudoku_16x16,91,2,uncorrectable,all_rank_1-4,2
hexasudoku_16x16,92,3,uncorrectable,all_rank_1-4,2
hexasudoku_16x16,93,0,none,no_errors,0
hexasudoku_16x16,94,2,two,all_rank_1-4,2
hexasudoku_16x16,95,2,uncorrectable,all_rank_1-4,2
hexasudoku_16x16,96,6,uncorrectable,all_rank_1-4,4
hexasudoku_16x16,97,3,uncorrectable,all_rank_1-4,3
hexasudoku_16x16,98,2,uncorrectable,all_rank_1-4,3
hexasudoku_16x16,99,2,two,all_rank_1-4,2
