puzzle_type,puzzle_idx,total_clues,original_status,original_extraction_accuracy,num_misclassified_original,single_correction_attempted,single_correction_found,single_attempts,error_row,error_col,original_value,corrected_value,original_confidence,second_best_confidence,two_error_correction_attempted,two_error_correction_found,two_error_attempts,error2_row,error2_col,original_value2,corrected_value2,original_confidence2,second_best_confidence2,time_first_solve_attempt,time_per_correction_attempt,time_total_all_attempts,final_status,final_matches_ground_truth,correction_type,ground_truth_error_positions
sudoku_4x4,72,4,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.004577159881591797,0,0.004577159881591797,solved,True,none,[]
sudoku_4x4,73,4,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.004585981369018555,0,0.004585981369018555,solved,True,none,[]
sudoku_4x4,74,5,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.00452876091003418,0,0.00452876091003418,solved,True,none,[]
sudoku_4x4,75,4,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.004734992980957031,0,0.004734992980957031,solved,True,none,[]
sudoku_4x4,76,4,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.004675149917602539,0,0.004675149917602539,solved,True,none,[]
sudoku_4x4,77,4,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.00463104248046875,0,0.00463104248046875,solved,True,none,[]
sudoku_4x4,78,4,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.004621744155883789,0,0.004621744155883789,solved,True,none,[]
sudoku_4x4,79,4,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.0049021244049072266,0,0.0049021244049072266,solved,True,none,[]
sudoku_4x4,80,5,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.004645824432373047,0,0.004645824432373047,solved,True,none,[]
sudoku_4x4,81,4,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.004728078842163086,0,0.004728078842163086,solved,True,none,[]
sudoku_4x4,82,5,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.004571199417114258,0,0.004571199417114258,solved,True,none,[]
sudoku_4x4,83,4,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.004887819290161133,0,0.004887819290161133,solved,True,none,[]
sudoku_4x4,84,4,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.004770755767822266,0,0.004770755767822266,solved,True,none,[]
sudoku_4x4,85,5,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.004600048065185547,0,0.004600048065185547,solved,True,none,[]
sudoku_4x4,86,3,wrong_solution,0.9375,1,True,False,3,,,,,,,True,False,3,,,,,,,0.005148887634277344,0.00296016534169515,0.022909879684448242,uncorrectable,False,,"[(0, 1)]"
sudoku_4x4,87,4,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.005013942718505859,0,0.005013942718505859,solved,True,none,[]
sudoku_4x4,88,4,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.005043745040893555,0,0.005043745040893555,solved,True,none,[]
sudoku_4x4,89,5,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.004575967788696289,0,0.004575967788696289,solved,True,none,[]
sudoku_4x4,90,4,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.004856109619140625,0,0.004856109619140625,solved,True,none,[]
sudoku_4x4,91,5,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.004562854766845703,0,0.004562854766845703,solved,True,none,[]
sudoku_4x4,92,4,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.004564046859741211,0,0.004564046859741211,solved,True,none,[]
sudoku_4x4,93,4,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.0046808719635009766,0,0.0046808719635009766,solved,True,none,[]
sudoku_4x4,94,4,wrong_solution,0.9375,1,True,True,2,0,3,4,1,1.0,1.116031288363157e-16,False,False,0,,,,,,,0.004672050476074219,0.0038259029388427734,0.012323856353759766,wrong_correction,False,single,"[(1, 2)]"
sudoku_4x4,95,5,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.0044689178466796875,0,0.0044689178466796875,solved,True,none,[]
sudoku_4x4,96,4,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.0046539306640625,0,0.0046539306640625,solved,True,none,[]
sudoku_4x4,97,4,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.004871845245361328,0,0.004871845245361328,solved,True,none,[]
sudoku_4x4,98,5,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.004951000213623047,0,0.004951000213623047,solved,True,none,[]
sudoku_4x4,99,4,wrong_solution,0.9375,1,True,True,1,1,2,3,2,0.6634000539779663,0.2173747569322586,False,False,0,,,,,,,0.004714250564575195,0.004521846771240234,0.00923609733581543,corrected_single,True,single,"[(1, 2)]"
sudoku_9x9,0,24,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.1638329029083252,0,0.1638329029083252,solved,True,none,[]
sudoku_9x9,1,24,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.10809516906738281,0,0.10809516906738281,solved,True,none,[]
sudoku_9x9,2,23,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.11460304260253906,0,0.11460304260253906,solved,True,none,[]
sudoku_9x9,3,24,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.23520994186401367,0,0.23520994186401367,solved,True,none,[]
sudoku_9x9,4,25,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.11505985260009766,0,0.11505985260009766,solved,True,none,[]
sudoku_9x9,5,24,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.17866015434265137,0,0.17866015434265137,solved,True,none,[]
sudoku_9x9,6,25,unsat,0.9753086419753086,2,True,True,17,5,1,5,8,1.0,5.333783409519274e-15,False,False,0,,,,,,,0.011245012283325195,0.024469179265639362,0.42722105979919434,wrong_correction,False,single,"[(4, 8), (5, 4)]"
sudoku_9x9,7,26,unsat,0.9876543209876543,1,True,True,1,4,3,7,2,0.7142319083213806,0.284291535615921,False,False,0,,,,,,,0.011581182479858398,0.08905386924743652,0.10063505172729492,corrected_single,True,single,"[(4, 3)]"
sudoku_9x9,8,25,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.09783601760864258,0,0.09783601760864258,solved,True,none,[]
sudoku_9x9,9,25,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.10114574432373047,0,0.10114574432373047,solved,True,none,[]
sudoku_9x9,10,24,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.044085025787353516,0,0.044085025787353516,solved,True,none,[]
sudoku_9x9,11,24,unsat,0.9876543209876543,1,True,True,1,3,4,3,5,0.8736304044723511,0.12411022186279297,False,False,0,,,,,,,0.011456012725830078,0.14383387565612793,0.155289888381958,corrected_single,True,single,"[(3, 4)]"
sudoku_9x9,12,26,unsat,0.9876543209876543,1,True,True,2,2,8,5,3,0.9988709092140198,0.0010486026294529438,False,False,0,,,,,,,0.0115509033203125,0.03784608840942383,0.08724308013916016,corrected_single,True,single,"[(2, 8)]"
sudoku_9x9,13,24,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.15369868278503418,0,0.15369868278503418,solved,True,none,[]
sudoku_9x9,14,24,unsat,0.9876543209876543,1,True,True,1,3,0,9,4,0.6605145931243896,0.3236328959465027,False,False,0,,,,,,,0.011209249496459961,0.17832398414611816,0.18953323364257812,corrected_single,True,single,"[(3, 0)]"
sudoku_9x9,15,23,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.14402318000793457,0,0.14402318000793457,solved,True,none,[]
sudoku_9x9,16,22,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.14928388595581055,0,0.14928388595581055,solved,True,none,[]
sudoku_9x9,17,24,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.1662919521331787,0,0.1662919521331787,solved,True,none,[]
sudoku_9x9,18,26,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.06401276588439941,0,0.06401276588439941,solved,True,none,[]
sudoku_9x9,19,26,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.08908295631408691,0,0.08908295631408691,solved,True,none,[]
sudoku_9x9,20,25,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.13878297805786133,0,0.13878297805786133,solved,True,none,[]
sudoku_9x9,21,26,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.08941483497619629,0,0.08941483497619629,solved,True,none,[]
sudoku_9x9,22,25,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.11872291564941406,0,0.11872291564941406,solved,True,none,[]
sudoku_9x9,23,22,unsat,0.9753086419753086,2,True,False,22,,,,,,,True,False,231,,,,,,,0.011086702346801758,0.010907894066671137,2.7707839012145996,uncorrectable,False,,"[(1, 3), (5, 3)]"
sudoku_9x9,24,26,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.20195794105529785,0,0.20195794105529785,solved,True,none,[]
sudoku_9x9,25,24,unsat,0.9753086419753086,2,True,False,24,7,2,2,3,0.6134307384490967,0.34027597308158875,True,True,4,3,2,3,5,0.9999909400939941,9.027777196024545e-06,0.011254072189331055,0.014547867434365409,0.4185943603515625,wrong_correction,False,two,"[(6, 2), (7, 2)]"
sudoku_9x9,26,24,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.07518577575683594,0,0.07518577575683594,solved,True,none,[]
sudoku_9x9,27,24,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.16252398490905762,0,0.16252398490905762,solved,True,none,[]
sudoku_9x9,28,22,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.3494887351989746,0,0.3494887351989746,solved,True,none,[]
sudoku_9x9,29,22,unsat,0.9876543209876543,1,True,True,1,0,6,4,2,0.6577869653701782,0.32236674427986145,False,False,0,,,,,,,0.011430740356445312,0.10236287117004395,0.11379361152648926,corrected_single,True,single,"[(0, 6)]"
sudoku_9x9,30,27,unsat,0.9753086419753086,2,True,True,2,1,6,7,1,0.8380457162857056,0.1257973313331604,False,False,0,,,,,,,0.020322084426879883,0.035431504249572754,0.09118509292602539,wrong_correction,False,single,"[(1, 6), (3, 2)]"
sudoku_9x9,31,25,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.13156509399414062,0,0.13156509399414062,solved,True,none,[]
sudoku_9x9,32,26,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.10461997985839844,0,0.10461997985839844,solved,True,none,[]
sudoku_9x9,33,24,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.15230011940002441,0,0.15230011940002441,solved,True,none,[]
sudoku_9x9,34,24,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.10829687118530273,0,0.10829687118530273,solved,True,none,[]
sudoku_9x9,35,24,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.16350626945495605,0,0.16350626945495605,solved,True,none,[]
sudoku_9x9,36,26,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.14317584037780762,0,0.14317584037780762,solved,True,none,[]
sudoku_9x9,37,22,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.14124369621276855,0,0.14124369621276855,solved,True,none,[]
sudoku_9x9,38,25,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.15688490867614746,0,0.15688490867614746,solved,True,none,[]
sudoku_9x9,39,24,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.19704008102416992,0,0.19704008102416992,solved,True,none,[]
sudoku_9x9,40,25,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.176591157913208,0,0.176591157913208,solved,True,none,[]
sudoku_9x9,41,25,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.07885193824768066,0,0.07885193824768066,solved,True,none,[]
sudoku_9x9,42,25,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.1421520709991455,0,0.1421520709991455,solved,True,none,[]
sudoku_9x9,43,23,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.18728184700012207,0,0.18728184700012207,solved,True,none,[]
sudoku_9x9,44,24,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.21509385108947754,0,0.21509385108947754,solved,True,none,[]
sudoku_9x9,45,23,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.1537470817565918,0,0.1537470817565918,solved,True,none,[]
sudoku_9x9,46,25,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.15219712257385254,0,0.15219712257385254,solved,True,none,[]
sudoku_9x9,47,24,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.15169715881347656,0,0.15169715881347656,solved,True,none,[]
sudoku_9x9,48,24,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.13083696365356445,0,0.13083696365356445,solved,True,none,[]
sudoku_9x9,49,24,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.11525392532348633,0,0.11525392532348633,solved,True,none,[]
sudoku_9x9,50,25,wrong_solution,0.9876543209876543,1,True,True,3,0,0,7,1,0.9999722242355347,1.5554041965515353e-05,False,False,0,,,,,,,0.10762214660644531,0.0855859915415446,0.3643801212310791,wrong_correction,False,single,"[(6, 1)]"
sudoku_9x9,51,24,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.13782000541687012,0,0.13782000541687012,solved,True,none,[]
sudoku_9x9,52,25,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.08027505874633789,0,0.08027505874633789,solved,True,none,[]
sudoku_9x9,53,23,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.12532877922058105,0,0.12532877922058105,solved,True,none,[]
sudoku_9x9,54,25,unsat,0.9876543209876543,1,True,True,1,4,7,4,6,0.9991587400436401,0.0007070289575494826,False,False,0,,,,,,,0.02641582489013672,0.05173611640930176,0.07815194129943848,corrected_single,True,single,"[(4, 7)]"
sudoku_9x9,55,22,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.21740102767944336,0,0.21740102767944336,solved,True,none,[]
sudoku_9x9,56,25,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.0969688892364502,0,0.0969688892364502,solved,True,none,[]
sudoku_9x9,57,24,unsat,0.9876543209876543,1,True,True,1,3,7,7,3,0.9827349781990051,0.01725916750729084,False,False,0,,,,,,,0.011020183563232422,0.16531085968017578,0.1763310432434082,corrected_single,True,single,"[(3, 7)]"
sudoku_9x9,58,24,unsat,0.9753086419753086,2,True,False,24,6,8,8,7,0.9592499136924744,0.022743351757526398,True,True,1,3,6,3,5,0.9658070802688599,0.03416953980922699,0.011156082153320312,0.017024707794189454,0.43677377700805664,corrected_two,True,two,"[(3, 6), (6, 8)]"
sudoku_9x9,59,25,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.08943796157836914,0,0.08943796157836914,solved,True,none,[]
sudoku_9x9,60,24,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.12549400329589844,0,0.12549400329589844,solved,True,none,[]
sudoku_9x9,61,24,solved,1.0,0,False,False,0,,,,,,,False,False,0,,,,,,,0.09550714492797852,0,0.09550714492797852,solved,True,none,[]
sudoku_9x9,62,26,unsat,0.9876543209876543,1,True,True,1,5,4,3,5,0.5797470808029175,0.28107205033302307,False,False,0,,,,,,,0.011157035827636719,0.11771011352539062,0.12886714935302734,corrected_single,True,single,"[(5, 4)]"
sudoku_9x9,63,24,wrong_solution,0.9876543209876543,1,True,True,2,6,5,2,4,0.9964644908905029,0.002396769355982542,False,False,0,,,,,,,0.1506040096282959,0.05666756629943848,0.26393914222717285,wrong_correction,False,single,"[(0, 6)]"
