puzzle_type,puzzle_idx,final_status,position,cnn_prediction,cnn_confidence,true_digit,true_digit_rank,true_digit_prob,confusion_type,full_ranking
hexasudoku_16x16,3,uncorrectable,"(15, 2)",2,0.5038491487503052,13,2,0.49236151576042175,D->2,"[(2, 0.5038491487503052), (13, 0.49236151576042175), (16, 0.003573634661734104), (10, 0.00017685223428998142), (15, 2.7120651793666184e-05)]"
hexasudoku_16x16,4,uncorrectable,"(0, 15)",10,0.996740996837616,2,2,0.003259021556004882,2->A,"[(10, 0.996740996837616), (2, 0.003259021556004882), (3, 1.0043417653093911e-08), (12, 7.657611433842249e-09), (7, 3.354083677464814e-09)]"
hexasudoku_16x16,4,uncorrectable,"(6, 4)",7,0.46538057923316956,3,2,0.4594784379005432,3->7,"[(7, 0.46538057923316956), (3, 0.4594784379005432), (5, 0.07462113350629807), (9, 0.00043161981739103794), (8, 8.462790719931945e-05)]"
hexasudoku_16x16,4,uncorrectable,"(7, 0)",12,0.8799974918365479,14,2,0.12000245600938797,E->C,"[(12, 0.8799974918365479), (14, 0.12000245600938797), (6, 1.4323242147895598e-08), (2, 6.345107994576438e-09), (16, 4.599544356498342e-11)]"
hexasudoku_16x16,4,uncorrectable,"(9, 12)",10,0.9562193155288696,14,2,0.04376240819692612,E->A,"[(10, 0.9562193155288696), (14, 0.04376240819692612), (13, 1.6927629985730164e-05), (12, 1.0137658819076023e-06), (2, 1.7575899846633547e-07)]"
hexasudoku_16x16,4,uncorrectable,"(11, 10)",14,0.8216812610626221,10,2,0.1782989799976349,A->E,"[(14, 0.8216812610626221), (10, 0.1782989799976349), (13, 1.7166421457659453e-05), (12, 2.4214316454163054e-06), (2, 1.945178667028813e-07)]"
hexasudoku_16x16,4,uncorrectable,"(13, 9)",12,0.8531070947647095,14,2,0.1468929499387741,E->C,"[(12, 0.8531070947647095), (14, 0.1468929499387741), (10, 3.936674541904495e-09), (16, 1.9189478894787726e-09), (13, 1.6198011820733882e-09)]"
hexasudoku_16x16,5,uncorrectable,"(1, 11)",15,0.9376247525215149,16,2,0.06196014583110809,G->F,"[(15, 0.9376247525215149), (16, 0.06196014583110809), (5, 0.00023348996182903647), (12, 0.00013758537534158677), (14, 4.3959076720057055e-05)]"
hexasudoku_16x16,5,uncorrectable,"(2, 13)",16,0.8946771025657654,3,2,0.09693923592567444,3->G,"[(16, 0.8946771025657654), (3, 0.09693923592567444), (9, 0.006357274483889341), (11, 0.0015479943249374628), (5, 0.00038830042467452586)]"
hexasudoku_16x16,5,uncorrectable,"(6, 8)",16,0.9968274235725403,11,2,0.002915403340011835,B->G,"[(16, 0.9968274235725403), (11, 0.002915403340011835), (8, 0.0002215465356130153), (10, 3.3669130061753094e-05), (13, 1.9521098693076055e-06)]"
hexasudoku_16x16,5,uncorrectable,"(10, 0)",11,0.8541384339332581,13,2,0.14584887027740479,D->B,"[(11, 0.8541384339332581), (13, 0.14584887027740479), (1, 6.524484433612088e-06), (16, 5.632111424347386e-06), (12, 4.5018126115792256e-07)]"
hexasudoku_16x16,5,uncorrectable,"(12, 4)",7,0.9266658425331116,3,6,0.0011625420302152634,3->7,"[(7, 0.9266658425331116), (1, 0.04495338723063469), (13, 0.011242160573601723), (2, 0.009586354717612267), (16, 0.005903956945985556)]"
hexasudoku_16x16,6,uncorrectable,"(6, 2)",10,0.867346465587616,16,2,0.1326526254415512,G->A,"[(10, 0.867346465587616), (16, 0.1326526254415512), (13, 7.517087965425162e-07), (15, 1.1952103307066864e-07), (11, 7.821788017281506e-08)]"
hexasudoku_16x16,6,uncorrectable,"(7, 8)",13,0.8215592503547668,10,3,0.010291226208209991,A->D,"[(13, 0.8215592503547668), (1, 0.16710913181304932), (10, 0.010291226208209991), (11, 0.0005094353691674769), (16, 0.00028834777185693383)]"
hexasudoku_16x16,6,uncorrectable,"(10, 12)",14,0.9024745225906372,16,2,0.09736022353172302,G->E,"[(14, 0.9024745225906372), (16, 0.09736022353172302), (15, 0.000161927702720277), (11, 3.2360205750592286e-06), (10, 6.639269400920966e-08)]"
hexasudoku_16x16,6,uncorrectable,"(13, 9)",12,0.991775631904602,14,2,0.008224296383559704,E->C,"[(12, 0.991775631904602), (14, 0.008224296383559704), (10, 2.5051830832012456e-08), (16, 2.633120832484792e-09), (15, 2.2756119905098515e-11)]"
hexasudoku_16x16,7,single,"(1, 4)",14,0.9986618757247925,10,2,0.0010136229684576392,A->E,"[(14, 0.9986618757247925), (10, 0.0010136229684576392), (12, 0.0003195016470272094), (13, 4.943788098898949e-06), (2, 1.9967443254387263e-09)]"
hexasudoku_16x16,7,single,"(9, 13)",5,0.5460846424102783,15,2,0.44841092824935913,F->5,"[(5, 0.5460846424102783), (15, 0.44841092824935913), (14, 0.0054799532517790794), (16, 2.4076016416074708e-05), (7, 2.3781500146924373e-07)]"
hexasudoku_16x16,8,uncorrectable,"(10, 3)",13,0.6776836514472961,10,2,0.21256297826766968,A->D,"[(13, 0.6776836514472961), (10, 0.21256297826766968), (7, 0.09685524553060532), (12, 0.010942371562123299), (15, 0.0014278737362474203)]"
hexasudoku_16x16,8,uncorrectable,"(10, 15)",13,0.999198853969574,11,3,0.0003131258999928832,B->D,"[(13, 0.999198853969574), (10, 0.0004880298802163452), (11, 0.0003131258999928832), (16, 2.811508892364145e-08), (2, 6.642447702986942e-10)]"
hexasudoku_16x16,8,uncorrectable,"(11, 5)",13,0.8215592503547668,10,3,0.010291226208209991,A->D,"[(13, 0.8215592503547668), (1, 0.16710913181304932), (10, 0.010291226208209991), (11, 0.0005094353691674769), (16, 0.00028834777185693383)]"
hexasudoku_16x16,8,uncorrectable,"(12, 6)",13,0.8215592503547668,10,3,0.010291226208209991,A->D,"[(13, 0.8215592503547668), (1, 0.16710913181304932), (10, 0.010291226208209991), (11, 0.0005094353691674769), (16, 0.00028834777185693383)]"
hexasudoku_16x16,9,uncorrectable,"(1, 5)",11,0.7952044010162354,8,6,0.0046016862615942955,8->B,"[(11, 0.7952044010162354), (10, 0.12118081003427505), (16, 0.05404654145240784), (13, 0.019239183515310287), (2, 0.005586712621152401)]"
hexasudoku_16x16,9,uncorrectable,"(12, 8)",5,0.8834728002548218,16,3,0.003038192167878151,G->5,"[(5, 0.8834728002548218), (12, 0.11257807165384293), (16, 0.003038192167878151), (9, 0.0006416349206119776), (15, 0.0002636244462337345)]"
hexasudoku_16x16,10,single,"(7, 12)",14,0.7333047389984131,12,2,0.2666189968585968,C->E,"[(14, 0.7333047389984131), (12, 0.2666189968585968), (10, 5.8420668210601434e-05), (13, 1.771812094375491e-05), (16, 1.0996858179623814e-07)]"
hexasudoku_16x16,11,uncorrectable,"(2, 5)",12,0.9976167678833008,11,10,7.441039429588459e-13,B->C,"[(12, 0.9976167678833008), (15, 0.0020775538869202137), (1, 0.00028297267272137105), (10, 2.1695426767109893e-05), (13, 1.0963772183458786e-06)]"
hexasudoku_16x16,11,uncorrectable,"(3, 6)",9,0.9999922513961792,4,2,7.720088433416095e-06,4->9,"[(9, 0.9999922513961792), (4, 7.720088433416095e-06), (7, 5.121926882623029e-09), (8, 1.9929884409464194e-09), (16, 1.6580345429950683e-10)]"
hexasudoku_16x16,11,uncorrectable,"(5, 15)",12,0.5785216689109802,14,2,0.42147231101989746,E->C,"[(12, 0.5785216689109802), (14, 0.42147231101989746), (15, 4.103786068299087e-06), (16, 1.8411187738820445e-06), (11, 4.404888009901242e-09)]"
hexasudoku_16x16,11,uncorrectable,"(9, 12)",4,0.5197436213493347,9,2,0.4802563190460205,9->4,"[(4, 0.5197436213493347), (9, 0.4802563190460205), (7, 2.922335085031591e-08), (1, 2.1044122000546395e-09), (8, 2.9015323477210586e-10)]"
hexasudoku_16x16,12,uncorrectable,"(2, 2)",7,0.8080017566680908,3,2,0.19171029329299927,3->7,"[(7, 0.8080017566680908), (3, 0.19171029329299927), (5, 0.0002508833131287247), (15, 1.407227864547167e-05), (2, 8.031719517020974e-06)]"
hexasudoku_16x16,12,uncorrectable,"(6, 1)",15,0.9376247525215149,16,2,0.06196014583110809,G->F,"[(15, 0.9376247525215149), (16, 0.06196014583110809), (5, 0.00023348996182903647), (12, 0.00013758537534158677), (14, 4.3959076720057055e-05)]"
hexasudoku_16x16,12,uncorrectable,"(14, 10)",1,0.5162902474403381,6,4,0.029426125809550285,6->1,"[(1, 0.5162902474403381), (5, 0.3310673236846924), (2, 0.053856734186410904), (6, 0.029426125809550285), (12, 0.028461085632443428)]"
hexasudoku_16x16,13,uncorrectable,"(3, 1)",11,0.8955222964286804,16,3,0.03860752284526825,G->B,"[(11, 0.8955222964286804), (14, 0.05520131438970566), (16, 0.03860752284526825), (12, 0.010520772077143192), (6, 7.64224459999241e-05)]"
hexasudoku_16x16,13,uncorrectable,"(5, 13)",14,0.983075737953186,11,5,1.5175409540102436e-11,B->E,"[(14, 0.983075737953186), (12, 0.016924191266298294), (16, 7.562698800533951e-10), (15, 4.460439517739445e-10), (11, 1.5175409540102436e-11)]"
hexasudoku_16x16,13,uncorrectable,"(9, 8)",12,0.8176111578941345,14,2,0.18238882720470428,E->C,"[(12, 0.8176111578941345), (14, 0.18238882720470428), (2, 1.716035508136926e-10), (6, 1.319912651398525e-10), (16, 5.74755781163061e-12)]"
hexasudoku_16x16,14,uncorrectable,"(1, 6)",10,0.867346465587616,16,2,0.1326526254415512,G->A,"[(10, 0.867346465587616), (16, 0.1326526254415512), (13, 7.517087965425162e-07), (15, 1.1952103307066864e-07), (11, 7.821788017281506e-08)]"
hexasudoku_16x16,14,uncorrectable,"(4, 9)",10,0.6016933917999268,13,3,0.031504977494478226,D->A,"[(10, 0.6016933917999268), (16, 0.36368754506111145), (13, 0.031504977494478226), (12, 0.0023197345435619354), (11, 0.0007573193870484829)]"
hexasudoku_16x16,14,uncorrectable,"(14, 11)",4,0.8947078585624695,10,2,0.09736158698797226,A->4,"[(4, 0.8947078585624695), (10, 0.09736158698797226), (15, 0.003935796208679676), (7, 0.002638573758304119), (16, 0.0006464481703005731)]"
hexasudoku_16x16,15,uncorrectable,"(10, 11)",10,0.867346465587616,16,2,0.1326526254415512,G->A,"[(10, 0.867346465587616), (16, 0.1326526254415512), (13, 7.517087965425162e-07), (15, 1.1952103307066864e-07), (11, 7.821788017281506e-08)]"
hexasudoku_16x16,15,uncorrectable,"(11, 13)",1,0.5162902474403381,6,4,0.029426125809550285,6->1,"[(1, 0.5162902474403381), (5, 0.3310673236846924), (2, 0.053856734186410904), (6, 0.029426125809550285), (12, 0.028461085632443428)]"
hexasudoku_16x16,15,uncorrectable,"(11, 15)",16,0.507154643535614,11,2,0.4738582372665405,B->G,"[(16, 0.507154643535614), (11, 0.4738582372665405), (10, 0.012945009395480156), (15, 0.002779589034616947), (12, 0.0016610557213425636)]"
hexasudoku_16x16,15,uncorrectable,"(13, 0)",10,0.9984079003334045,16,2,0.001592110376805067,G->A,"[(10, 0.9984079003334045), (16, 0.001592110376805067), (9, 4.4000920240705454e-08), (13, 5.838886707465463e-09), (12, 4.670627773428748e-11)]"
hexasudoku_16x16,16,uncorrectable,"(5, 11)",16,0.9968274235725403,11,2,0.002915403340011835,B->G,"[(16, 0.9968274235725403), (11, 0.002915403340011835), (8, 0.0002215465356130153), (10, 3.3669130061753094e-05), (13, 1.9521098693076055e-06)]"
hexasudoku_16x16,16,uncorrectable,"(13, 14)",16,0.7402935028076172,15,3,0.021498609334230423,F->G,"[(16, 0.7402935028076172), (7, 0.23151372373104095), (15, 0.021498609334230423), (5, 0.006693472154438496), (3, 3.207505585578474e-07)]"
hexasudoku_16x16,17,two,"(3, 9)",12,0.8878924250602722,14,2,0.11210751533508301,E->C,"[(12, 0.8878924250602722), (14, 0.11210751533508301), (15, 6.198530577705696e-10), (16, 3.8407108049476335e-10), (13, 2.1712257100743593e-13)]"
hexasudoku_16x16,17,two,"(10, 13)",12,0.8878924250602722,14,2,0.11210751533508301,E->C,"[(12, 0.8878924250602722), (14, 0.11210751533508301), (15, 6.198530577705696e-10), (16, 3.8407108049476335e-10), (13, 2.1712257100743593e-13)]"
hexasudoku_16x16,18,uncorrectable,"(7, 7)",14,0.9804756045341492,12,2,0.019524389877915382,C->E,"[(14, 0.9804756045341492), (12, 0.019524389877915382), (15, 1.2298847495983978e-09), (5, 8.055541789175891e-10), (6, 1.845813640821703e-10)]"
hexasudoku_16x16,18,uncorrectable,"(8, 14)",10,0.8941444754600525,14,2,0.08316117525100708,E->A,"[(10, 0.8941444754600525), (14, 0.08316117525100708), (13, 0.014516877941787243), (1, 0.0055830650962889194), (15, 0.0012610816629603505)]"
hexasudoku_16x16,18,uncorrectable,"(9, 13)",14,0.5759270787239075,12,2,0.4240693747997284,C->E,"[(14, 0.5759270787239075), (12, 0.4240693747997284), (8, 2.62534763351141e-06), (6, 6.342142455650901e-07), (2, 8.535388218433582e-08)]"
hexasudoku_16x16,19,single,"(6, 4)",4,0.8947078585624695,10,2,0.09736158698797226,A->4,"[(4, 0.8947078585624695), (10, 0.09736158698797226), (15, 0.003935796208679676), (7, 0.002638573758304119), (16, 0.0006464481703005731)]"
hexasudoku_16x16,20,uncorrectable,"(1, 0)",16,0.9595536589622498,13,3,0.006675078999251127,D->G,"[(16, 0.9595536589622498), (11, 0.033483073115348816), (13, 0.006675078999251127), (15, 0.00018595684377942234), (5, 9.558782039675862e-05)]"
hexasudoku_16x16,20,uncorrectable,"(6, 11)",10,0.6931552290916443,4,2,0.3068447411060333,4->A,"[(10, 0.6931552290916443), (4, 0.3068447411060333), (15, 1.147533694734193e-07), (6, 1.2094916179705706e-08), (1, 6.097976013030859e-10)]"
hexasudoku_16x16,20,uncorrectable,"(11, 14)",10,0.6931552290916443,4,2,0.3068447411060333,4->A,"[(10, 0.6931552290916443), (4, 0.3068447411060333), (15, 1.147533694734193e-07), (6, 1.2094916179705706e-08), (1, 6.097976013030859e-10)]"
hexasudoku_16x16,20,uncorrectable,"(14, 5)",12,0.9913299083709717,10,2,0.006556243635714054,A->C,"[(12, 0.9913299083709717), (10, 0.006556243635714054), (16, 0.0020664476323872805), (6, 4.090780203114264e-05), (9, 6.417371878342237e-06)]"
hexasudoku_16x16,21,uncorrectable,"(3, 3)",1,0.6862773299217224,7,4,0.0021311247255653143,7->1,"[(1, 0.6862773299217224), (8, 0.30473649501800537), (2, 0.006290224846452475), (7, 0.0021311247255653143), (5, 0.00022694705694448203)]"
hexasudoku_16x16,21,uncorrectable,"(14, 4)",1,0.5737038254737854,3,2,0.24136261641979218,3->1,"[(1, 0.5737038254737854), (3, 0.24136261641979218), (7, 0.15435728430747986), (5, 0.027279894798994064), (9, 0.00219885166734457)]"
hexasudoku_16x16,21,uncorrectable,"(15, 3)",12,0.9916045069694519,16,2,0.008380185812711716,G->C,"[(12, 0.9916045069694519), (16, 0.008380185812711716), (14, 1.542218160466291e-05), (15, 2.4920989716292752e-08), (10, 1.9452012223197812e-10)]"
hexasudoku_16x16,22,uncorrectable,"(9, 0)",12,0.991775631904602,14,2,0.008224296383559704,E->C,"[(12, 0.991775631904602), (14, 0.008224296383559704), (10, 2.5051830832012456e-08), (16, 2.633120832484792e-09), (15, 2.2756119905098515e-11)]"
hexasudoku_16x16,22,uncorrectable,"(9, 13)",10,0.7286673784255981,15,3,0.01537459809333086,F->A,"[(10, 0.7286673784255981), (7, 0.25430721044540405), (15, 0.01537459809333086), (13, 0.0009945288766175508), (16, 0.00044285692274570465)]"
hexasudoku_16x16,22,uncorrectable,"(14, 11)",14,0.9986618757247925,10,2,0.0010136229684576392,A->E,"[(14, 0.9986618757247925), (10, 0.0010136229684576392), (12, 0.0003195016470272094), (13, 4.943788098898949e-06), (2, 1.9967443254387263e-09)]"
hexasudoku_16x16,23,two,"(2, 5)",10,0.9984079003334045,16,2,0.001592110376805067,G->A,"[(10, 0.9984079003334045), (16, 0.001592110376805067), (9, 4.4000920240705454e-08), (13, 5.838886707465463e-09), (12, 4.670627773428748e-11)]"
hexasudoku_16x16,23,two,"(11, 2)",10,0.9984079003334045,16,2,0.001592110376805067,G->A,"[(10, 0.9984079003334045), (16, 0.001592110376805067), (9, 4.4000920240705454e-08), (13, 5.838886707465463e-09), (12, 4.670627773428748e-11)]"
hexasudoku_16x16,24,uncorrectable,"(8, 6)",13,0.6776836514472961,10,2,0.21256297826766968,A->D,"[(13, 0.6776836514472961), (10, 0.21256297826766968), (7, 0.09685524553060532), (12, 0.010942371562123299), (15, 0.0014278737362474203)]"
hexasudoku_16x16,24,uncorrectable,"(9, 0)",7,0.46538057923316956,3,2,0.4594784379005432,3->7,"[(7, 0.46538057923316956), (3, 0.4594784379005432), (5, 0.07462113350629807), (9, 0.00043161981739103794), (8, 8.462790719931945e-05)]"
hexasudoku_16x16,25,uncorrectable,"(5, 5)",1,0.7532796859741211,2,2,0.24480262398719788,2->1,"[(1, 0.7532796859741211), (2, 0.24480262398719788), (10, 0.0016534705646336079), (7, 0.00016995439364109188), (14, 8.358561899513006e-05)]"
hexasudoku_16x16,25,uncorrectable,"(8, 12)",10,0.8293243050575256,16,2,0.17008346319198608,G->A,"[(10, 0.8293243050575256), (16, 0.17008346319198608), (13, 0.00026747077936306596), (2, 0.00020325568038970232), (14, 8.541806164430454e-05)]"
hexasudoku_16x16,25,uncorrectable,"(8, 14)",10,0.7131990790367126,4,2,0.28395402431488037,4->A,"[(10, 0.7131990790367126), (4, 0.28395402431488037), (16, 0.0028399305883795023), (15, 6.592261343030259e-06), (9, 3.104354959759803e-07)]"
hexasudoku_16x16,26,two,"(9, 5)",12,0.9913299083709717,10,2,0.006556243635714054,A->C,"[(12, 0.9913299083709717), (10, 0.006556243635714054), (16, 0.0020664476323872805), (6, 4.090780203114264e-05), (9, 6.417371878342237e-06)]"
hexasudoku_16x16,26,two,"(9, 12)",13,0.9997501969337463,12,2,0.00024886257597245276,C->D,"[(13, 0.9997501969337463), (12, 0.00024886257597245276), (10, 4.853364430346119e-07), (14, 4.283234034119232e-07), (11, 4.6547413146136307e-10)]"
hexasudoku_16x16,27,uncorrectable,"(0, 13)",9,0.7699396014213562,4,3,0.0009423456504009664,4->9,"[(9, 0.7699396014213562), (7, 0.2285090982913971), (4, 0.0009423456504009664), (16, 0.0005590811488218606), (1, 2.7736912670661695e-05)]"
hexasudoku_16x16,27,uncorrectable,"(7, 13)",7,0.9266658425331116,3,6,0.0011625420302152634,3->7,"[(7, 0.9266658425331116), (1, 0.04495338723063469), (13, 0.011242160573601723), (2, 0.009586354717612267), (16, 0.005903956945985556)]"
hexasudoku_16x16,27,uncorrectable,"(13, 11)",12,0.9116764664649963,16,2,0.0881575420498848,G->C,"[(12, 0.9116764664649963), (16, 0.0881575420498848), (6, 0.00016596204659435898), (14, 5.989530538208498e-10), (5, 3.535235437723827e-10)]"
hexasudoku_16x16,28,two,"(5, 12)",7,0.8436949849128723,8,2,0.15613959729671478,8->7,"[(7, 0.8436949849128723), (8, 0.15613959729671478), (5, 0.00012175582378404215), (9, 3.323686178191565e-05), (1, 8.246440302173141e-06)]"
hexasudoku_16x16,28,two,"(15, 0)",16,0.9841098189353943,11,2,0.013934781774878502,B->G,"[(16, 0.9841098189353943), (11, 0.013934781774878502), (14, 0.0017060295213013887), (10, 0.0001880364870885387), (8, 5.087801400804892e-05)]"
hexasudoku_16x16,29,single,"(13, 13)",1,0.5162902474403381,6,4,0.029426125809550285,6->1,"[(1, 0.5162902474403381), (5, 0.3310673236846924), (2, 0.053856734186410904), (6, 0.029426125809550285), (12, 0.028461085632443428)]"
hexasudoku_16x16,30,uncorrectable,"(3, 11)",16,0.8946771025657654,3,2,0.09693923592567444,3->G,"[(16, 0.8946771025657654), (3, 0.09693923592567444), (9, 0.006357274483889341), (11, 0.0015479943249374628), (5, 0.00038830042467452586)]"
hexasudoku_16x16,30,uncorrectable,"(9, 4)",9,0.9840971231460571,4,2,0.015902580693364143,4->9,"[(9, 0.9840971231460571), (4, 0.015902580693364143), (1, 2.3432380658050533e-07), (16, 1.8275464697126154e-08), (8, 1.1591492210527576e-08)]"
hexasudoku_16x16,30,uncorrectable,"(14, 14)",16,0.9595536589622498,13,3,0.006675078999251127,D->G,"[(16, 0.9595536589622498), (11, 0.033483073115348816), (13, 0.006675078999251127), (15, 0.00018595684377942234), (5, 9.558782039675862e-05)]"
hexasudoku_16x16,31,uncorrectable,"(5, 9)",12,0.991775631904602,14,2,0.008224296383559704,E->C,"[(12, 0.991775631904602), (14, 0.008224296383559704), (10, 2.5051830832012456e-08), (16, 2.633120832484792e-09), (15, 2.2756119905098515e-11)]"
hexasudoku_16x16,31,uncorrectable,"(6, 7)",1,0.6862773299217224,7,4,0.0021311247255653143,7->1,"[(1, 0.6862773299217224), (8, 0.30473649501800537), (2, 0.006290224846452475), (7, 0.0021311247255653143), (5, 0.00022694705694448203)]"
hexasudoku_16x16,31,uncorrectable,"(14, 6)",10,0.9984079003334045,16,2,0.001592110376805067,G->A,"[(10, 0.9984079003334045), (16, 0.001592110376805067), (9, 4.4000920240705454e-08), (13, 5.838886707465463e-09), (12, 4.670627773428748e-11)]"
hexasudoku_16x16,32,single,"(5, 13)",16,0.9968274235725403,11,2,0.002915403340011835,B->G,"[(16, 0.9968274235725403), (11, 0.002915403340011835), (8, 0.0002215465356130153), (10, 3.3669130061753094e-05), (13, 1.9521098693076055e-06)]"
hexasudoku_16x16,33,uncorrectable,"(2, 6)",14,0.9804756045341492,12,2,0.019524389877915382,C->E,"[(14, 0.9804756045341492), (12, 0.019524389877915382), (15, 1.2298847495983978e-09), (5, 8.055541789175891e-10), (6, 1.845813640821703e-10)]"
hexasudoku_16x16,33,uncorrectable,"(7, 15)",9,0.5409061312675476,4,2,0.454475462436676,4->9,"[(9, 0.5409061312675476), (4, 0.454475462436676), (7, 0.003020558040589094), (1, 0.0010579056106507778), (2, 0.0005396032938733697)]"
hexasudoku_16x16,33,uncorrectable,"(9, 13)",12,0.9904470443725586,14,2,0.00955294445157051,E->C,"[(12, 0.9904470443725586), (14, 0.00955294445157051), (16, 8.83660811190623e-10), (15, 2.799371845441101e-11), (6, 5.617373970492889e-13)]"
hexasudoku_16x16,34,single,"(14, 15)",14,0.7333047389984131,12,2,0.2666189968585968,C->E,"[(14, 0.7333047389984131), (12, 0.2666189968585968), (10, 5.8420668210601434e-05), (13, 1.771812094375491e-05), (16, 1.0996858179623814e-07)]"
hexasudoku_16x16,35,two,"(4, 4)",12,0.991775631904602,14,2,0.008224296383559704,E->C,"[(12, 0.991775631904602), (14, 0.008224296383559704), (10, 2.5051830832012456e-08), (16, 2.633120832484792e-09), (15, 2.2756119905098515e-11)]"
hexasudoku_16x16,35,two,"(9, 7)",8,0.37272000312805176,5,3,0.18529677391052246,5->8,"[(8, 0.37272000312805176), (3, 0.1995551437139511), (5, 0.18529677391052246), (11, 0.1243223175406456), (6, 0.11504077911376953)]"
hexasudoku_16x16,36,uncorrectable,"(2, 7)",2,0.6556506156921387,6,4,0.023757971823215485,6->2,"[(2, 0.6556506156921387), (7, 0.2424970418214798), (1, 0.06951096653938293), (6, 0.023757971823215485), (5, 0.00663384236395359)]"
hexasudoku_16x16,36,uncorrectable,"(4, 3)",4,0.6760533452033997,8,2,0.32353514432907104,8->4,"[(4, 0.6760533452033997), (8, 0.32353514432907104), (5, 0.0003423244634177536), (9, 6.50773145025596e-05), (6, 4.064121640112717e-06)]"
hexasudoku_16x16,36,uncorrectable,"(9, 15)",16,0.9968571662902832,8,3,0.00026273904950357974,8->G,"[(16, 0.9968571662902832), (14, 0.0028747825417667627), (8, 0.00026273904950357974), (10, 2.155331230824231e-06), (9, 1.9774206521105953e-06)]"
hexasudoku_16x16,36,uncorrectable,"(11, 2)",12,0.8878924250602722,14,2,0.11210751533508301,E->C,"[(12, 0.8878924250602722), (14, 0.11210751533508301), (15, 6.198530577705696e-10), (16, 3.8407108049476335e-10), (13, 2.1712257100743593e-13)]"
hexasudoku_16x16,36,uncorrectable,"(13, 3)",14,0.9999178647994995,15,6,4.726619984296576e-09,F->E,"[(14, 0.9999178647994995), (12, 8.135462849168107e-05), (11, 4.4535227061714977e-07), (16, 3.1496500696448493e-07), (6, 2.2725735959738813e-08)]"
hexasudoku_16x16,37,uncorrectable,"(2, 9)",12,0.9976167678833008,11,10,7.441039429588459e-13,B->C,"[(12, 0.9976167678833008), (15, 0.0020775538869202137), (1, 0.00028297267272137105), (10, 2.1695426767109893e-05), (13, 1.0963772183458786e-06)]"
